expno,polymer,solvent,mn,mw,cryst,tg,dens,pressure,temperature,wa,doi,notes
143,3,10,8200,111000,0,153,0.86,6.6,453.15,0.006260558481566,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), 0 crystallinity for the temperature is above the melting point"
144,3,10,8200,111000,0,153,0.86,8.5,453.15,0.008133306883555,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), 0 crystallinity for the temperature is above the melting point"
145,3,10,8200,111000,0,153,0.86,9.7,453.15,0.009312462849217,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), 0 crystallinity for the temperature is above the melting point"
146,3,10,8200,111000,0,153,0.86,12.6,453.15,0.01166238387033,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), 0 crystallinity for the temperature is above the melting point"
147,3,1,8200,111000,0.72,153,0.961,3.4,453.15,0.019607843137255,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
148,3,1,8200,111000,0.72,153,0.961,7,453.15,0.040307101727447,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
149,3,1,8200,111000,0.72,153,0.961,10.5,453.15,0.06015037593985,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
150,3,1,8200,111000,0.72,153,0.961,14,453.15,0.080882352941177,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
151,3,1,8200,111000,0.72,153,0.961,17.4,453.15,0.101527403414196,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
152,3,1,8200,111000,0.72,153,0.961,20.9,453.15,0.123575810692375,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
153,3,1,8200,111000,0.72,153,0.961,24.4,453.15,0.146757679180887,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
154,3,1,8200,111000,0.72,153,0.961,27.9,453.15,0.169435215946844,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
155,3,1,8200,111000,0.72,153,0.961,31.3,453.15,0.199359487590072,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
156,3,1,8200,111000,0.72,153,0.961,34.5,453.15,0.230769230769231,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
157,3,10,8200,111000,0.72,153,0.961,3.7,453.15,0.003686360466275,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
158,3,10,8200,111000,0.72,153,0.961,6.6,453.15,0.006260558481566,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
159,3,10,8200,111000,0.72,153,0.961,8.5,453.15,0.008133306883555,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
160,3,10,8200,111000,0.72,153,0.961,9.7,453.15,0.009312462849217,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
161,3,10,8200,111000,0.72,153,0.961,12.6,453.15,0.01166238387033,10.1021/ma060735,"HDPE by Japan Polyolefins (formerly Nippon Petrochemicals), crystallinity for the sample at the ambient conditions"
162,3,1,8372,73000,0.83,153,0.964,15.74,373.15,0.019876896538205,10.1016/j.supﬂu.2013.03.020,"HDPE from Messer Slovenija d.o.o. (Slovenia), Crystallinity calculated from DSC enthalpies in original paper using dH100=293J/g for the samples after CO2 treatment"
163,3,1,8372,73000,0.83,153,0.964,17.99,373.15,0.037554618775385,10.1016/j.supﬂu.2013.03.020,"HDPE from Messer Slovenija d.o.o. (Slovenia), Crystallinity calculated from DSC enthalpies in original paper using dH100=293J/g for the samples after CO2 treatment"
164,3,1,8372,73000,0.83,153,0.964,20.19,373.15,0.048932426648913,10.1016/j.supﬂu.2013.03.020,"HDPE from Messer Slovenija d.o.o. (Slovenia), Crystallinity calculated from DSC enthalpies in original paper using dH100=293J/g for the samples after CO2 treatment"
165,3,1,8372,73000,0.83,153,0.964,22.14,373.15,0.072794874410066,10.1016/j.supﬂu.2013.03.020,"HDPE from Messer Slovenija d.o.o. (Slovenia), Crystallinity calculated from DSC enthalpies in original paper using dH100=293J/g for the samples after CO2 treatment"
166,3,1,8372,73000,0.83,153,0.964,25.2,373.15,0.08431616731375,10.1016/j.supﬂu.2013.03.020,"HDPE from Messer Slovenija d.o.o. (Slovenia), Crystallinity calculated from DSC enthalpies in original paper using dH100=293J/g for the samples after CO2 treatment"
167,3,1,8372,73000,0.83,153,0.964,27.64,373.15,0.109282170501207,10.1016/j.supﬂu.2013.03.020,"HDPE from Messer Slovenija d.o.o. (Slovenia), Crystallinity calculated from DSC enthalpies in original paper using dH100=293J/g for the samples after CO2 treatment"
168,3,1,8372,73000,0.83,153,0.964,30.46,373.15,0.121018212502637,10.1016/j.supﬂu.2013.03.020,"HDPE from Messer Slovenija d.o.o. (Slovenia), Crystallinity calculated from DSC enthalpies in original paper using dH100=293J/g for the samples after CO2 treatment"
169,4,1,8000,8000,0.88,238,1.2252,5.5,353.15,0.075,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
170,4,1,8000,8000,0.88,238,1.2252,8.3,353.15,0.121,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
171,4,1,8000,8000,0.88,238,1.2252,14.3,353.15,0.192,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
172,4,1,8000,8000,0.88,238,1.2252,17,353.15,0.213,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
173,4,1,8000,8000,0.88,238,1.2252,20,353.15,0.22,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
174,4,1,8000,8000,0.88,238,1.2252,25.8,353.15,0.243,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
175,4,1,8000,8000,0.88,238,1.2252,31.9,353.15,0.264,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
176,4,1,8000,8000,0.88,238,1.2252,3.35,353.15,0.049,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
177,4,1,8000,8000,0.88,238,1.2252,5.94,353.15,0.066,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
178,4,1,8000,8000,0.88,238,1.2252,9.73,353.15,0.138,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
179,4,1,8000,8000,0.88,238,1.2252,12.61,353.15,0.175,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
180,4,1,8000,8000,0.88,238,1.2252,15.73,353.15,0.206,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
181,4,1,8000,8000,0.88,238,1.2252,21.15,353.15,0.228,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
182,4,1,8000,8000,0.88,238,1.2252,24.11,353.15,0.237,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
183,4,1,8000,8000,0.88,238,1.2252,29.84,353.15,0.25,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
184,4,1,8000,8000,0.88,238,1.2252,33.58,353.15,0.26,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
185,4,1,8000,8000,0.88,238,1.2252,2.5,373.15,0.012,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
186,4,1,8000,8000,0.88,238,1.2252,5.5,373.15,0.059,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
187,4,1,8000,8000,0.88,238,1.2252,9.4,373.15,0.112,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
188,4,1,8000,8000,0.88,238,1.2252,12.6,373.15,0.138,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
189,4,1,8000,8000,0.88,238,1.2252,15.4,373.15,0.156,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
190,4,1,8000,8000,0.88,238,1.2252,18.7,373.15,0.186,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
191,4,1,8000,8000,0.88,238,1.2252,27.3,373.15,0.224,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
192,4,1,8000,8000,0.88,238,1.2252,32.5,373.15,0.233,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
193,4,1,8000,8000,0.88,238,1.2252,3.68,373.15,0.045,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
194,4,1,8000,8000,0.88,238,1.2252,6.45,373.15,0.071,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
195,4,1,8000,8000,0.88,238,1.2252,11.45,373.15,0.136,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
196,4,1,8000,8000,0.88,238,1.2252,16.87,373.15,0.174,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
197,4,1,8000,8000,0.88,238,1.2252,21.29,373.15,0.204,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
198,4,1,8000,8000,0.88,238,1.2252,32.93,373.15,0.223,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
199,4,1,8000,8000,0.88,238,1.2252,5.1,393.15,0.034,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
200,4,1,8000,8000,0.88,238,1.2252,7.7,393.15,0.081,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
201,4,1,8000,8000,0.88,238,1.2252,11.2,393.15,0.116,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
202,4,1,8000,8000,0.88,238,1.2252,14.6,393.15,0.14,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
203,4,1,8000,8000,0.88,238,1.2252,17.8,393.15,0.154,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
204,4,1,8000,8000,0.88,238,1.2252,21.2,393.15,0.194,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
205,4,1,8000,8000,0.88,238,1.2252,27.5,393.15,0.223,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
206,4,1,8000,8000,0.88,238,1.2252,30.8,393.15,0.227,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
207,4,1,8000,8000,0.88,238,1.2252,3.4,393.15,0.034,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
208,4,1,8000,8000,0.88,238,1.2252,6.13,393.15,0.058,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
209,4,1,8000,8000,0.88,238,1.2252,9.36,393.15,0.087,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
210,4,1,8000,8000,0.88,238,1.2252,11.08,393.15,0.107,doi1,"Kukova, E., Phasenverhalten und Transporteigenschaften binärer Systeme aus hochviskosen Polyethylenglykolen und Kohlendioxid, Dissertation, Ruhr- Universität Bochum, 2003; Crystallinity is taken both at ambient conditions (0.88) and at elevated temperature (0)"
